,NU_INSCRICAO,NU_ANO,TP_FAIXA_ETARIA,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TX_RESPOSTAS_CN,TX_RESPOSTAS_CH,TX_RESPOSTAS_LC,TX_RESPOSTAS_MT,TP_LINGUA,TX_GABARITO_CN,TX_GABARITO_CH,TX_GABARITO_LC,TX_GABARITO_MT,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025
807,210056823517,2022,3,M,1,3,1,2,0,2,2.0,0,,,,,,,,1503200,Igarapé-Açu,15,PA,0,1,1,0,,1057.0,1068.0,,,471.7,452.9,,,AADDEBCEDCAEEDADEAABDAABCEEBACBADDBEBEADACCAB,ABABEDCDDBDBAACEDBAAEBEBCBDACEEABCCCCEEAADCAD,,1,,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,,1.0,120.0,120.0,80.0,120.0,40.0,480.0,B,B,A,A,4,A,A,B,B,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A
808,210057439025,2022,2,M,0,4,3,2,0,2,1.0,0,3524808.0,Jales,35.0,SP,4.0,1.0,1.0,3524808,Jales,35,SP,1,1,1,1,1085.0,1057.0,1068.0,1075.0,518.4,486.3,521.8,441.9,BDEEBEDAECBEDEBEBDEDADBDEDCCCBCEADBCDBCECCDCD,BBDBDDDCEADBCEBDDABDBACBCCAABBDCBDDBACDDEAEAB,DCEADBCAEECCDCCABAEACECEAADAECEDACEAADBEBDBEB,DEEDDBACCDCAAEDCAABBEAECBBBDCACDEABCBBAAEAECB,0,ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE,1.0,100.0,180.0,120.0,120.0,80.0,600.0,E,G,F,C,5,D,A,C,E,B,A,C,B,B,A,B,A,B,C,A,B,E,A,C,B
809,210055106506,2022,2,M,1,3,1,3,0,1,,1,,,,,,,,2208007,Picos,22,PI,1,1,1,1,1087.0,1056.0,1066.0,1078.0,436.2,589.8,527.5,577.8,DDAACBABEDDADBEBBCEDACBEDBCDCBDADADDBAECAAECB,EBACBCDDBDECEDBDCEDBBAADECADABBEDADABDCCAAEDB,BCEDAEDBCBAADEAEDDBCBAADADBAABBABDEADCEBEEDBB,BEEDEBAEDACBEBBEAEABBDACBBDAEBDECACADCEEDACBE,1,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB,DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,120.0,200.0,120.0,160.0,140.0,740.0,B,B,A,A,4,A,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,D,A,A,B
810,210054688961,2022,4,M,1,1,1,1,2,1,,0,,,,,,,,4316907,Santa Maria,43,RS,1,1,1,1,1088.0,1058.0,1067.0,1077.0,633.0,554.3,518.3,536.7,CBEBBDCDEAADBEACEBABDBBCBCAAEAEBDCECEBBCECDCD,ADBDAADBBEBCACBEBEABDEDACEEDBECADEBBECEEBAACD,DDBADCACBEBDBDADEAADABCCBAEAADCDCACBCBAADECCD,ECBDDEBCCECADBADDBADCDABBDAAECDCCCDECBEDEECEC,0,DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD,CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD,CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC,CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE,1.0,160.0,180.0,140.0,180.0,120.0,780.0,E,G,C,D,1,M,A,B,B,A,A,B,B,B,B,A,A,A,B,A,A,B,A,B,B
811,210054729838,2022,2,M,1,3,1,2,0,2,1.0,0,1501402.0,Belém,15.0,PA,2.0,1.0,1.0,1501402,Belém,15,PA,1,1,1,1,1087.0,1056.0,1066.0,1078.0,437.0,598.8,562.5,637.3,ACDCDACEADECDDCBACCBCDECDEAACEBEBCAEBECCCEBAD,EBBCBADDADEBBDBBCCEBADEDDCBDABDCDDEABCBCAEEBB,DEDDBCDBCECAADCEADACBAECBAAACCEABDBCBCCBEEDDA,BBEBADAAECAEBADBAACBCDEBACBEEBBAEEDDEDBBEAECD,0,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB,DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,120.0,180.0,140.0,160.0,200.0,800.0,E,E,B,B,2,B,A,B,B,A,A,B,A,A,A,A,A,A,C,A,A,C,A,B,B
812,210056912251,2022,12,M,1,4,1,1,3,1,,0,,,,,,,,3301009,Campos dos Goytacazes,33,RJ,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,B,B,B,B,3,B,A,B,C,A,A,B,A,B,A,A,A,A,D,B,A,D,A,B,B
813,210057402403,2022,7,F,1,3,1,1,0,1,,0,,,,,,,,3304557,Rio de Janeiro,33,RJ,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,D,D,B,B,4,C,A,C,D,B,A,B,B,B,A,B,A,A,C,B,A,E,A,B,B
814,210054867664,2022,13,M,2,3,1,1,0,1,,0,,,,,,,,4109708,Ibaiti,41,PR,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,B,C,A,B,4,C,A,B,C,A,A,B,A,B,A,B,A,A,B,A,A,C,A,B,B
815,210056757109,2022,6,M,1,3,1,1,4,1,,0,,,,,,,,1301209,Coari,13,AM,1,1,1,1,1085.0,1057.0,1068.0,1075.0,424.5,307.4,395.4,371.9,BACDECCCDBEEBDBDADCBACBCCCDCDECEBBDBBBDBACDDB,CABDEBDABCDABDCCDBCBCBCBDCBAACAABCDEDCBACCDCB,BCCEBACDDABACCCABCCCBEACDDDCBCCAABCBCDABCCCBC,DEBADAECCBCBCCBBDEDCBABCBDDBCDACBDCDCDDCCBCCB,0,ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE,1.0,100.0,140.0,100.0,120.0,60.0,520.0,C,B,A,B,4,A,A,B,C,A,B,B,A,A,A,A,A,A,A,A,A,B,A,B,A
816,210054703025,2022,3,F,1,2,1,2,0,2,1.0,0,2927408.0,Salvador,29.0,BA,2.0,1.0,1.0,2927408,Salvador,29,BA,0,1,1,0,,1055.0,1065.0,,,533.3,361.4,,,BCAECBDDDCAAECBEB.CBBAECAACCEEDCDCCDBADDBCBEA,DDDCBCBABCDDCBDBAABBABBABC*DDCBAEDEEDCACEBCBE,,0,,DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA,DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE,,1.0,100.0,100.0,80.0,60.0,0.0,340.0,B,D,B,B,3,D,A,B,C,B,A,B,B,B,B,B,A,A,C,A,A,D,A,A,B
817,210055036589,2022,3,M,0,3,1,2,0,2,2.0,0,,,,,,,,1503200,Igarapé-Açu,15,PA,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,B,B,B,F,4,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,B,A,A,B
818,210057063683,2022,14,M,2,2,1,1,16,1,,0,,,,,,,,2905701,Camaçari,29,BA,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,E,E,C,C,3,B,A,B,B,A,A,B,A,A,A,B,A,A,B,A,A,C,A,B,B
819,210055842258,2022,4,F,1,2,1,2,0,2,1.0,0,3303500.0,Nova Iguaçu,33.0,RJ,2.0,1.0,1.0,3303500,Nova Iguaçu,33,RJ,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,H,H,F,B,2,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A
820,210056526482,2022,2,F,1,3,1,2,0,3,1.0,0,2607901.0,Jaboatão dos Guararapes,26.0,PE,4.0,1.0,1.0,2607901,Jaboatão dos Guararapes,26,PE,1,1,1,1,1087.0,1056.0,1066.0,1078.0,491.0,617.4,602.6,593.6,CDBCCBABEBACBCBBBACBCDBDCEAECDCDEEAEBEDCBADCB,EAAEBADDDEECBDBBCADBACADDEDDBEEBDDCABBEAAAADB,DCEAAEEBCACDCBAABDCBAEEEBBDECEDABDBCCEABEECBC,BBECACABAACECBDBADABEEDBACCBC*BECDCBDADBCACEB,1,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB,DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,120.0,200.0,120.0,120.0,100.0,660.0,E,G,D,D,5,K,A,D,D,C,A,B,A,B,A,A,A,B,C,B,B,E,B,D,B
821,210057740807,2022,4,M,1,3,1,1,2,1,,0,,,,,,,,1302405,Lábrea,13,AM,1,1,1,1,1087.0,1056.0,1066.0,1078.0,446.2,433.5,478.1,399.5,ACACBCABACBBDBCEABCBACDBAEBCCBDADCBBBAADBBABD,BBACBAEBBCEABABDCDADBDADDEBCDCDDBDBEACDDBBCBC,ECDBADDDDADEEBAAAAACEAACBDBECCEACDECAEADCCCCE,AEDAAEADBABDDBCAABDCBDCEDCDAACEBBCAECABDAADEB,1,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB,DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,80.0,80.0,80.0,80.0,0.0,320.0,B,B,B,B,3,B,A,B,D,A,B,B,A,B,A,A,A,A,B,A,A,B,A,A,A
822,210057732202,2022,5,F,1,3,1,1,1,1,,0,,,,,,,,5103403,Cuiabá,51,MT,1,1,1,1,1086.0,1055.0,1065.0,1076.0,387.1,492.9,463.5,387.2,DCADDACABCDDCEBBDCDEADEADADABEABEDCAEBCABBCAE,ABABCEDDBCAEDBEEDECBABDDAAEEDBCADEBCEEBADECBE,DBCDAEACAECBDDEAECADAECE*EBCDBCDCDECDABCDCDAC,ABCCBACDDEECDBADEACCEBACBECDEDAEDCBDBBAACDCDE,0,EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB,DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA,DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE,DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC,1.0,100.0,120.0,100.0,80.0,0.0,400.0,B,C,C,B,7,A,A,B,C,B,A,B,A,A,A,A,A,A,B,B,A,B,A,A,B
823,210057917876,2022,3,F,1,3,1,2,0,2,1.0,0,2111052.0,São João do Paraíso,21.0,MA,2.0,1.0,1.0,2109007,Porto Franco,21,MA,1,1,1,1,1088.0,1058.0,1067.0,1077.0,438.1,429.5,390.8,430.6,CDBBAABDEBDCECDCEEBEEACCACDAEECCBDEDBCACBEBAA,AAEEABDBDEEEDBBBDAAABCDDBCCCCAABDCCAABBBCCCEE,BACADDABDDCECEBBEAAAEEBBBCAAADDCCCAADDEEDDBCB,CDEAADACBCEEEBBCDADDABCBCCEDDAAACEDBECAACBEDD,0,DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD,CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD,CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC,CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE,1.0,120.0,40.0,40.0,80.0,0.0,280.0,B,B,A,A,3,C,A,B,C,A,B,B,A,A,A,B,A,A,B,A,A,C,A,B,B
824,210055027274,2022,11,M,0,2,1,1,8,1,,0,,,,,,,,2927408,Salvador,29,BA,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,B,A,B,B,3,B,A,B,B,B,A,B,A,A,A,A,A,A,B,A,A,B,A,B,B
825,210056859424,2022,3,M,1,3,1,1,1,1,,0,,,,,,,,2803609,Laranjeiras,28,SE,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,H,B,B,F,5,A,A,C,D,A,A,B,A,A,A,A,A,A,B,A,A,E,A,A,B
826,210054681628,2022,5,F,1,1,1,1,2,1,,0,,,,,,,,4311809,Marau,43,RS,1,1,1,1,1086.0,1055.0,1065.0,1076.0,415.5,532.4,524.3,574.5,CBCDCDAADDCBEABBBABCAEAAADCECEAECDDCBECBEEBBC,AAACEAEADBBDECDECBEBADDBAEDCEDCCBACECBCEBABEA,EAABABAEADAADDBABBBCBAACCCDBBAAEDDCCACACBDBCE,EDCADBDDEAACACEDAEDEDDDACDACACADDCECCEEDCDCDC,1,EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB,DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA,DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE,DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC,1.0,160.0,200.0,160.0,180.0,200.0,900.0,E,E,C,B,3,B,A,B,C,A,A,B,A,A,A,B,A,A,B,A,A,C,A,A,B
827,210056527503,2022,3,M,1,3,1,1,1,1,,0,,,,,,,,3541604,Promissão,35,SP,1,1,1,1,1088.0,1058.0,1067.0,1077.0,492.8,515.7,524.3,527.5,CCEDBEBCDAABCBACCEDDBBCEDBAAAABCDCDBECDBEBBDA,CBBAEAECDBBBCAAACAABAABCEABDBADABBDDBBAABCCBC,AEEEACAADDEDACAAAAEAACBACACABEECBBCBCCBDEABCB,CCCBBCCBDCBCBAABACCBCDBCCBBEBBBCBCBDBDCBEEBCC,1,DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD,CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD,CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC,CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE,1.0,140.0,160.0,120.0,160.0,120.0,700.0,F,F,F,F,4,C,A,C,D,B,A,B,B,B,A,B,A,B,B,A,A,D,A,B,B
828,210056803560,2022,11,F,1,3,1,1,9,1,,0,,,,,,,,2207702,Parnaíba,22,PI,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,B,A,A,A,5,B,A,B,C,A,B,B,A,A,A,A,A,A,B,A,B,B,A,A,B
829,210057527997,2022,4,M,1,1,1,2,0,2,1.0,0,,,,,,,,2516201,Sousa,25,PB,1,1,1,1,1086.0,1055.0,1065.0,1076.0,412.8,464.7,503.5,473.5,EDABDCBABDBDCCACEBBDCEBBECBBBEBEADCDBDCDEAAAC,BAAAACCBECAADBBEBDABBCEBADEEEEADBCDEEAEEDDAEE,BEACEACBAEADADBABBAABACECCBADBABEDBDACAEBAEBD,CBDDBCDEECACDCDCCADBEABCBECADBECCBDCEDBEBCBCD,0,EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB,DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA,DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE,DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC,1.0,100.0,120.0,100.0,120.0,100.0,540.0,C,E,B,C,4,B,A,B,C,B,B,B,A,A,A,A,A,A,B,A,A,C,A,A,B
830,210056669511,2022,2,F,1,1,1,2,0,2,1.0,0,3304557.0,Rio de Janeiro,33.0,RJ,1.0,1.0,1.0,3304557,Rio de Janeiro,33,RJ,1,1,1,1,1087.0,1056.0,1066.0,1078.0,578.6,657.9,648.8,654.3,EABCDCAADCBA.BBCCDCABEDCDEEDBDADDAEEBABCAEDBC,EBBCBBDDADECBABDCADBADACDEEDBBBCDDEABEBDAAAAB,DEDDBDDDCADADAAAADCCECECBEBEEEAABDBCCCABEECBC,BEECACABDBCDDACEAEAACEBECDBBCDAECEBDBAEBDCBDD,0,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB,DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,140.0,160.0,120.0,140.0,200.0,760.0,H,G,D,D,3,G,A,C,C,B,A,B,B,B,A,B,A,A,C,B,B,D,B,B,B
831,210056485927,2022,3,F,1,1,1,2,0,2,1.0,0,3304557.0,Rio de Janeiro,33.0,RJ,2.0,1.0,1.0,3304557,Rio de Janeiro,33,RJ,1,1,1,1,1086.0,1055.0,1065.0,1076.0,489.5,603.8,536.7,558.5,EDBCCEBADDDBCACAAEDBCCCBAEBBACBDBDECADCCAABED,CEABCDDAEDAAECBECBABCCDDAACDAECAEBCDEDCDBBCBD,DCBDEDDCABCEBDAAEBCBACEDBCBADCAEBDCDACEACDEEB,CCBCBCEBEDACBADEBDCDBCADABAABCDBCDDEDBCEACECD,0,EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB,DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA,DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE,DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC,1.0,160.0,200.0,200.0,180.0,200.0,940.0,F,F,B,B,2,E,A,B,C,A,A,B,A,B,A,B,A,B,D,A,A,C,A,A,B
832,210055115612,2022,4,F,1,3,1,1,1,1,,0,,,,,,,,1200401,Rio Branco,12,AC,1,1,1,1,1088.0,1058.0,1067.0,1077.0,446.3,434.6,432.5,417.1,ACCDCDCDDDCBCCEEBACCDBADCBADBCBBCCBCCACEDDADE,AADBACCDACCBDCCEAAAEAEDDCDBCDDDBCEDCBCDCBADCB,DCADEDAAADCDDEBEBAEDEAECDDDBBAEEEAEDBCEADBEED,DDDDADCADDCBBAADACDECDCCDABEABEBEBCEDCCECAEEE,1,DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD,CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD,CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC,CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE,1.0,80.0,120.0,100.0,100.0,80.0,480.0,B,D,C,B,5,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A
833,210056874719,2022,3,F,1,3,1,2,0,2,1.0,0,,,,,,,,2800308,Aracaju,28,SE,1,1,1,1,1088.0,1058.0,1067.0,1077.0,399.9,421.6,397.9,424.6,DECBDEADCAEDDCDEBCDCEEDCDEEABEDDEBCADEBEDDDEB,BEDEBDAEABDECDEDBDAEDDBDEEBCDDBAEDDBEDCDDBEDD,CACEECDBDDCBDEEDBAEDEBDBCAEDDBEBDBCBDEDDABECD,DEBECDDAEDCDEBDBCADDCEDCEDDEDCEBACDCBEDDECDEE,1,DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD,CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD,CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC,CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE,1.0,80.0,140.0,100.0,120.0,40.0,480.0,C,D,B,B,3,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,D,A,A,B
834,210055685936,2022,2,F,1,3,1,2,0,2,1.0,0,2108603.0,Pinheiro,21.0,MA,2.0,1.0,1.0,2108603,Pinheiro,21,MA,1,1,1,1,1088.0,1058.0,1067.0,1077.0,538.4,482.4,315.4,501.0,BAACBCCADCBACDCCAADDEBBCDDCADCDBABECCAECAABCB,AEDDAECDDECAAAEBEAACBAEBEECDCBBCCDBDDDABBAECD,ACBCCDCEDCDCDCECBECDADBD.CCDBCDCECADBDC.C..CC,EBDCEDADACEBBEDCDCACBCACACEADCBCABDBCDBDBAABD,1,DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD,CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD,CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC,CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE,1.0,100.0,200.0,100.0,160.0,200.0,760.0,C,E,B,B,3,B,A,B,D,A,B,B,A,B,B,B,A,A,B,B,A,D,A,A,B
835,210056790794,2022,4,F,1,3,1,1,1,1,,0,,,,,,,,1702109,Araguaína,17,TO,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,B,E,F,F,4,B,A,C,D,A,B,B,A,A,A,A,A,A,B,A,A,D,A,A,B
836,210055472323,2022,7,F,1,3,1,1,4,1,,0,,,,,,,,3203403,Mimoso do Sul,32,ES,1,1,1,1,1085.0,1057.0,1068.0,1075.0,459.4,519.9,452.0,451.2,CAACDCEAAEBCEAACADEABAACDCCCCAADDDCCEDAAEAAAE,ABDCBEECABAEDBDDAAADCBEEDEBAEADEBACAAEBCCCAAC,BDEDCBCEDADAACDDCEEABDCACABBBDAEDEC.DAAABCEAB,BCDABCDDEECBAABCDBBECAACEACACCABACEECABBDBAEA,0,ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE,1.0,120.0,160.0,120.0,120.0,80.0,600.0,D,E,B,B,6,D,A,B,D,A,B,B,B,B,A,B,A,A,C,A,A,D,A,B,B
837,210057368603,2022,5,M,1,2,2,1,3,1,,0,,,,,,,,2604007,Carpina,26,PE,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,B,E,C,B,9,B,A,C,D,A,A,B,A,A,A,A,A,A,B,B,A,C,A,B,B
838,210057163486,2022,12,M,1,2,1,1,15,1,,0,,,,,,,,2304400,Fortaleza,23,CE,1,1,1,1,1190.0,1176.0,1180.0,1186.0,541.7,693.3,621.6,750.8,CBACCCEBADAECCBBBBDCBEBDDCADBEAEDDDCCCDBDCBDB,EAACBCDDAAECBCBDCADDAEADDEEDABBADACABEBDAAADB,DECDBDDBCAECDEAABDACEAEEBABDEAAAEBBCCCABECEBA,BEEDACAEDBCEBDBBCCAACEEBACCBCCCCDDECCEBBCADAA,0,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB,DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,160.0,120.0,140.0,140.0,80.0,640.0,B,D,B,B,3,G,A,C,D,B,B,B,B,B,A,A,A,A,C,A,A,D,B,C,B
839,210054753222,2022,9,M,1,3,1,1,5,1,,0,,,,,,,,2804003,Maruim,28,SE,1,1,1,1,1085.0,1057.0,1068.0,1075.0,398.6,411.6,513.3,364.9,CDEACDCDDCEDBEDADBBDCCBDBEDACDBECADCEADADCAEB,ECDCEEDDACBDABECDADDBEADBCAEADBADEBCAEBBDACBE,CACBECEDDDBDADCCBCDAEADEBADEECEBDDEBAEBEBDEEC,DDBECBEABDCBEBACACDBEDBADCADCBDBDDAEBECCBDEAC,1,ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE,1.0,100.0,160.0,100.0,120.0,0.0,480.0,B,C,A,B,1,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A
840,210055103930,2022,4,F,1,1,1,1,2,1,,0,,,,,,,,1507201,São Domingos do Capim,15,PA,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,D,D,C,B,4,B,A,B,B,A,B,B,A,A,A,A,A,A,B,A,A,D,A,A,A
841,210057028255,2022,9,F,1,3,1,1,6,1,,0,,,,,,,,2111300,São Luís,21,MA,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,C,E,A,B,2,B,A,B,B,A,A,B,A,A,A,A,A,A,B,B,A,A,A,A,A
842,210056347790,2022,3,F,1,2,1,2,0,2,1.0,0,,,,,,,,2927408,Salvador,29,BA,1,1,1,1,1086.0,1055.0,1065.0,1076.0,425.1,433.6,491.5,382.5,EACADBDBCEDACACDADBDCEEDABBBCDAAAADABCBCECBEC,DDACCEEADDBEAEDBEDABADEBAEBCCAEDCAEEECDBAADAB,BDBDEDADADABCDCBBAADBACCCCDBAACAEDEEADAECAEDA,CBCDCDDEDBECDBCDBDBDBABBDBDEBBDAAAADCBBECEADA,0,EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB,DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA,DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE,DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC,1.0,100.0,120.0,100.0,120.0,120.0,560.0,B,B,C,B,5,D,A,B,C,A,A,B,A,B,A,B,A,A,B,A,A,E,A,A,B
